customer_sk,full_name,city,source_system,company,company_code,recency_days,frequency,monetary_syp,r_score,f_score,m_score,rfm_code,segment
462,زينب الأحمد,Tartus,SYRIATEL,Syriatel,SYRIATEL,72,4,236000.00,2,1,1,211,Other
463,نور العلي,Latakia,SYRIATEL,Syriatel,SYRIATEL,66,4,290000.00,2,1,2,212,Other
464,نور البرازي,Hama,SYRIATEL,Syriatel,SYRIATEL,16,6,378000.00,4,2,2,422,Other
465,نزار البرازي,Idlib,SYRIATEL,Syriatel,SYRIATEL,3,71,4690000.00,5,5,5,555,Champions
466,بشار السيد,Daraa,SYRIATEL,Syriatel,SYRIATEL,63,8,343000.00,2,3,2,232,At Risk
467,نور القباني,Rif Dimashq,SYRIATEL,Syriatel,SYRIATEL,7,8,690000.00,5,3,4,534,Loyal
468,حسين العظمة,Idlib,SYRIATEL,Syriatel,SYRIATEL,11,12,507000.00,4,5,3,453,Loyal
469,أيمن الزعبي,Deir ez-Zor,SYRIATEL,Syriatel,SYRIATEL,8,12,664000.00,5,5,4,554,Champions
470,وليد اللاذقاني,Aleppo,SYRIATEL,Syriatel,SYRIATEL,27,6,635000.00,3,2,4,324,Other
471,هدى الرفاعي,As-Suwayda,SYRIATEL,Syriatel,SYRIATEL,85,10,635000.00,1,5,4,154,At Risk
472,باسل الحسن,Al-Hasakah,SYRIATEL,Syriatel,SYRIATEL,42,9,496000.00,3,4,3,343,Loyal
473,خالد المصري,Raqqa,SYRIATEL,Syriatel,SYRIATEL,24,4,295000.00,3,1,2,312,Other
474,حسين الخطيب,Latakia,SYRIATEL,Syriatel,SYRIATEL,38,9,383000.00,3,4,2,342,Loyal
475,حسن القباني,Aleppo,SYRIATEL,Syriatel,SYRIATEL,16,8,660000.00,4,3,4,434,Loyal
476,إبراهيم السيد,Damascus,SYRIATEL,Syriatel,SYRIATEL,35,5,326000.00,3,1,2,312,Other
477,سليمان الدمشقي,Daraa,SYRIATEL,Syriatel,SYRIATEL,100,2,13000.00,1,1,1,111,Lost
478,ماهر الرفاعي,Idlib,SYRIATEL,Syriatel,SYRIATEL,13,8,630000.00,4,3,4,434,Loyal
479,سارة الحلبي,Daraa,SYRIATEL,Syriatel,SYRIATEL,36,6,248000.00,3,2,1,321,Other
480,ليلى الطرابلسي,Damascus,SYRIATEL,Syriatel,SYRIATEL,3,8,630000.00,5,3,4,534,Loyal
481,فاطمة الرفاعي,Daraa,SYRIATEL,Syriatel,SYRIATEL,40,3,310000.00,3,1,2,312,Other
482,رنا الجابري,Damascus,SYRIATEL,Syriatel,SYRIATEL,171,9,586000.00,1,4,4,144,At Risk
483,حسن السيد,As-Suwayda,SYRIATEL,Syriatel,SYRIATEL,29,7,138000.00,3,3,1,331,Loyal
484,فاطمة الكردي,Homs,SYRIATEL,Syriatel,SYRIATEL,22,8,538000.00,4,3,3,433,Loyal
485,طارق البرازي,Al-Hasakah,SYRIATEL,Syriatel,SYRIATEL,60,8,596000.00,2,3,4,234,At Risk
486,علي الحمصي,Rif Dimashq,SYRIATEL,Syriatel,SYRIATEL,11,10,386000.00,4,5,2,452,Loyal
487,سارة الجابري,Hama,SYRIATEL,Syriatel,SYRIATEL,46,4,205000.00,2,1,1,211,Other
488,بشار الشامي,Raqqa,SYRIATEL,Syriatel,SYRIATEL,25,10,868000.00,3,5,5,355,Loyal
489,خالد العمر,Hama,SYRIATEL,Syriatel,SYRIATEL,3,5,608000.00,5,1,4,514,New
490,خالد المصري,Hama,SYRIATEL,Syriatel,SYRIATEL,82,5,330000.00,1,1,2,112,Lost
491,محمد الجابري,Daraa,SYRIATEL,Syriatel,SYRIATEL,18,13,890000.00,4,5,5,455,Champions
492,ليلى الشامي,Aleppo,SYRIATEL,Syriatel,SYRIATEL,14,9,903000.00,4,4,5,445,Champions
493,كريم العظمة,Aleppo,SYRIATEL,Syriatel,SYRIATEL,5,6,228000.00,5,2,1,521,Other
494,حسين الطرابلسي,Quneitra,SYRIATEL,Syriatel,SYRIATEL,2,62,3951000.00,5,5,5,555,Champions
495,ليلى الجابري,Quneitra,SYRIATEL,Syriatel,SYRIATEL,21,5,343000.00,4,1,2,412,New
496,سليمان السوري,Daraa,SYRIATEL,Syriatel,SYRIATEL,53,8,359000.00,2,3,2,232,At Risk
497,كريم الطرابلسي,Tartus,SYRIATEL,Syriatel,SYRIATEL,102,2,140000.00,1,1,1,111,Lost
498,طارق الحمصي,Aleppo,SYRIATEL,Syriatel,SYRIATEL,70,6,345000.00,2,2,2,222,Other
499,إبراهيم الزعبي,Aleppo,SYRIATEL,Syriatel,SYRIATEL,29,9,568000.00,3,4,4,344,Loyal
500,إبراهيم اللاذقاني,As-Suwayda,SYRIATEL,Syriatel,SYRIATEL,22,3,760000.00,4,1,5,415,New
501,عائشة الرفاعي,Rif Dimashq,SYRIATEL,Syriatel,SYRIATEL,59,8,351000.00,2,3,2,232,At Risk
502,بشار الكردي,Tartus,SYRIATEL,Syriatel,SYRIATEL,2,73,4923000.00,5,5,5,555,Champions
503,سليمان الشامي,Latakia,SYRIATEL,Syriatel,SYRIATEL,30,11,815000.00,3,5,5,355,Loyal
504,عائشة اللاذقاني,Hama,SYRIATEL,Syriatel,SYRIATEL,106,7,475000.00,1,3,3,133,At Risk
505,ليلى القباني,Quneitra,SYRIATEL,Syriatel,SYRIATEL,53,6,366000.00,2,2,2,222,Other
506,حسن السيد,Aleppo,SYRIATEL,Syriatel,SYRIATEL,14,10,518000.00,4,5,3,453,Loyal
507,نور الخطيب,Damascus,SYRIATEL,Syriatel,SYRIATEL,36,10,574000.00,3,5,4,354,Loyal
508,عائشة الأحمد,Al-Hasakah,SYRIATEL,Syriatel,SYRIATEL,50,7,595000.00,2,3,4,234,At Risk
509,سامي الأحمد,Deir ez-Zor,SYRIATEL,Syriatel,SYRIATEL,14,12,1143000.00,4,5,5,455,Champions
510,عائشة الكيلاني,Idlib,SYRIATEL,Syriatel,SYRIATEL,47,8,588000.00,2,3,4,234,At Risk
511,نزار الطرابلسي,Hama,SYRIATEL,Syriatel,SYRIATEL,54,4,395000.00,2,1,2,212,Other
512,نزار اللاذقاني,Damascus,SYRIATEL,Syriatel,SYRIATEL,159,6,418000.00,1,2,3,123,Lost
513,علي الكردي,Aleppo,SYRIATEL,Syriatel,SYRIATEL,94,6,321000.00,1,2,2,122,Lost
514,زينب العمر,Deir ez-Zor,SYRIATEL,Syriatel,SYRIATEL,9,68,5110000.00,5,5,5,555,Champions
515,إبراهيم اللاذقاني,Rif Dimashq,SYRIATEL,Syriatel,SYRIATEL,64,5,353000.00,2,1,2,212,Other
516,يوسف الزعبي,Latakia,SYRIATEL,Syriatel,SYRIATEL,189,4,235000.00,1,1,1,111,Lost
517,فاطمة البرازي,Raqqa,SYRIATEL,Syriatel,SYRIATEL,11,7,820000.00,4,3,5,435,Loyal
518,سليمان الزعبي,Al-Hasakah,SYRIATEL,Syriatel,SYRIATEL,1,65,5346000.00,5,5,5,555,Champions
519,زينب اللاذقاني,Raqqa,SYRIATEL,Syriatel,SYRIATEL,55,8,849000.00,2,3,5,235,At Risk
520,أحمد العظمة,Damascus,SYRIATEL,Syriatel,SYRIATEL,24,10,628000.00,3,5,4,354,Loyal
521,محمد الطرابلسي,Latakia,SYRIATEL,Syriatel,SYRIATEL,60,8,321000.00,2,3,2,232,At Risk
522,زينب الخطيب,Latakia,SYRIATEL,Syriatel,SYRIATEL,136,5,495000.00,1,1,3,113,Lost
523,بشار العلي,Idlib,SYRIATEL,Syriatel,SYRIATEL,104,7,475000.00,1,3,3,133,At Risk
524,زينب الخطيب,Quneitra,SYRIATEL,Syriatel,SYRIATEL,33,15,1203000.00,3,5,5,355,Loyal
525,سارة الجابري,Hama,SYRIATEL,Syriatel,SYRIATEL,13,6,338000.00,4,2,2,422,Other
526,خالد العظمة,Quneitra,SYRIATEL,Syriatel,SYRIATEL,56,7,269000.00,2,3,1,231,At Risk
527,رنا الحلبي,Damascus,SYRIATEL,Syriatel,SYRIATEL,14,8,950000.00,4,3,5,435,Loyal
528,سليمان السوري,Homs,SYRIATEL,Syriatel,SYRIATEL,10,9,748000.00,5,4,4,544,Champions
529,نور البرازي,Idlib,SYRIATEL,Syriatel,SYRIATEL,2,7,646000.00,5,3,4,534,Loyal
530,ماهر اللاذقاني,Damascus,SYRIATEL,Syriatel,SYRIATEL,45,9,393000.00,3,4,2,342,Loyal
531,طارق السيد,Tartus,SYRIATEL,Syriatel,SYRIATEL,84,8,490000.00,1,3,3,133,At Risk
532,ريم الخطيب,Homs,SYRIATEL,Syriatel,SYRIATEL,38,8,296000.00,3,3,2,332,Loyal
533,إبراهيم الطرابلسي,Homs,SYRIATEL,Syriatel,SYRIATEL,35,6,503000.00,3,2,3,323,Other
534,حسين العمر,Al-Hasakah,SYRIATEL,Syriatel,SYRIATEL,22,19,1333000.00,4,5,5,455,Champions
535,إبراهيم العلي,Damascus,SYRIATEL,Syriatel,SYRIATEL,70,3,213000.00,2,1,1,211,Other
536,رنا العلي,Hama,SYRIATEL,Syriatel,SYRIATEL,71,4,240000.00,2,1,1,211,Other
537,أحمد الحمصي,Aleppo,SYRIATEL,Syriatel,SYRIATEL,5,8,383000.00,5,3,2,532,Loyal
538,نزار السوري,Deir ez-Zor,SYRIATEL,Syriatel,SYRIATEL,2,10,608000.00,5,5,4,554,Champions
539,عائشة المصري,Tartus,SYRIATEL,Syriatel,SYRIATEL,4,3,143000.00,5,1,1,511,New
540,سارة الطرابلسي,Raqqa,SYRIATEL,Syriatel,SYRIATEL,117,10,641000.00,1,5,4,154,At Risk
541,سليمان الحلبي,Tartus,SYRIATEL,Syriatel,SYRIATEL,22,9,978000.00,4,4,5,445,Champions
542,زينب الجابري,Latakia,SYRIATEL,Syriatel,SYRIATEL,28,8,655000.00,3,3,4,334,Loyal
543,إبراهيم العلي,Deir ez-Zor,SYRIATEL,Syriatel,SYRIATEL,39,5,206000.00,3,1,1,311,Other
544,كريم الحسن,Daraa,SYRIATEL,Syriatel,SYRIATEL,153,3,188000.00,1,1,1,111,Lost
545,رنا اللاذقاني,Aleppo,SYRIATEL,Syriatel,SYRIATEL,49,7,485000.00,2,3,3,233,At Risk
546,إبراهيم الكردي,Quneitra,SYRIATEL,Syriatel,SYRIATEL,1,4,59000.00,5,1,1,511,New
547,محمد الطرابلسي,Idlib,SYRIATEL,Syriatel,SYRIATEL,14,8,311000.00,4,3,2,432,Loyal
548,طارق المصري,Aleppo,SYRIATEL,Syriatel,SYRIATEL,2,9,553000.00,5,4,4,544,Champions
549,حسين اللاذقاني,Rif Dimashq,SYRIATEL,Syriatel,SYRIATEL,34,7,563000.00,3,3,4,334,Loyal
550,علي الطرابلسي,Damascus,SYRIATEL,Syriatel,SYRIATEL,45,13,458000.00,3,5,3,353,Loyal
551,سليمان الحمصي,As-Suwayda,SYRIATEL,Syriatel,SYRIATEL,12,8,514000.00,4,3,3,433,Loyal
552,كريم الزعبي,Daraa,SYRIATEL,Syriatel,SYRIATEL,73,4,173000.00,2,1,1,211,Other
553,سارة العلي,Deir ez-Zor,SYRIATEL,Syriatel,SYRIATEL,20,11,863000.00,4,5,5,455,Champions
554,يوسف اللاذقاني,Daraa,SYRIATEL,Syriatel,SYRIATEL,5,7,261000.00,5,3,1,531,Loyal
555,طارق الدمشقي,Hama,SYRIATEL,Syriatel,SYRIATEL,76,8,513000.00,2,3,3,233,At Risk
556,طارق العمر,Deir ez-Zor,SYRIATEL,Syriatel,SYRIATEL,33,4,448000.00,3,1,3,313,Other
557,أيمن الكيلاني,Tartus,SYRIATEL,Syriatel,SYRIATEL,59,8,540000.00,2,3,3,233,At Risk
558,ماهر القباني,Rif Dimashq,SYRIATEL,Syriatel,SYRIATEL,53,9,590000.00,2,4,4,244,At Risk
559,ماهر القباني,Al-Hasakah,SYRIATEL,Syriatel,SYRIATEL,44,8,355000.00,3,3,2,332,Loyal
560,أحمد الحلبي,Aleppo,SYRIATEL,Syriatel,SYRIATEL,8,11,733000.00,5,5,4,554,Champions
561,علي الزعبي,Homs,SYRIATEL,Syriatel,SYRIATEL,63,4,154000.00,2,1,1,211,Other
562,زينب الدمشقي,Idlib,SYRIATEL,Syriatel,SYRIATEL,9,9,866000.00,5,4,5,545,Champions
563,ماهر البرازي,Deir ez-Zor,SYRIATEL,Syriatel,SYRIATEL,15,12,831000.00,4,5,5,455,Champions
564,رنا الأحمد,Damascus,SYRIATEL,Syriatel,SYRIATEL,60,8,540000.00,2,3,3,233,At Risk
565,سارة الأحمد,Daraa,SYRIATEL,Syriatel,SYRIATEL,79,7,291000.00,1,3,2,132,At Risk
566,ليلى السيد,Al-Hasakah,SYRIATEL,Syriatel,SYRIATEL,11,9,670000.00,4,4,4,444,Champions
567,حسن الزعبي,Deir ez-Zor,SYRIATEL,Syriatel,SYRIATEL,21,6,418000.00,4,2,3,423,Other
568,هدى الحسن,Homs,SYRIATEL,Syriatel,SYRIATEL,80,8,391000.00,1,3,2,132,At Risk
569,حسين الخطيب,Deir ez-Zor,SYRIATEL,Syriatel,SYRIATEL,114,8,491000.00,1,4,3,143,At Risk
570,رنا القباني,Quneitra,SYRIATEL,Syriatel,SYRIATEL,33,10,673000.00,3,5,4,354,Loyal
571,سليمان الخطيب,As-Suwayda,SYRIATEL,Syriatel,SYRIATEL,31,11,616000.00,3,5,4,354,Loyal
572,نور الخطيب,Raqqa,SYRIATEL,Syriatel,SYRIATEL,52,8,581000.00,2,4,4,244,At Risk
573,فاطمة الزعبي,Idlib,SYRIATEL,Syriatel,SYRIATEL,67,6,450000.00,2,2,3,223,Other
574,يوسف السوري,Homs,SYRIATEL,Syriatel,SYRIATEL,32,7,361000.00,3,3,2,332,Loyal
575,علي العلي,Raqqa,SYRIATEL,Syriatel,SYRIATEL,51,4,130000.00,2,1,1,211,Other
576,أيمن الرفاعي,Hama,SYRIATEL,Syriatel,SYRIATEL,113,6,418000.00,1,2,3,123,Lost
577,بشار الحمصي,As-Suwayda,SYRIATEL,Syriatel,SYRIATEL,62,5,255000.00,2,1,1,211,Other
578,رنا البرازي,Rif Dimashq,SYRIATEL,Syriatel,SYRIATEL,20,6,355000.00,4,2,2,422,Other
579,عمر الحسن,Raqqa,SYRIATEL,Syriatel,SYRIATEL,21,5,198000.00,4,1,1,411,New
580,كريم العظمة,Homs,SYRIATEL,Syriatel,SYRIATEL,17,8,511000.00,4,4,3,443,Loyal
581,رنا الدمشقي,Tartus,SYRIATEL,Syriatel,SYRIATEL,36,7,434000.00,3,3,3,333,Loyal
582,أيمن السيد,Tartus,SYRIATEL,Syriatel,SYRIATEL,8,55,4272000.00,5,5,5,555,Champions
583,ليلى الكيلاني,Tartus,SYRIATEL,Syriatel,SYRIATEL,110,7,388000.00,1,3,2,132,At Risk
584,وليد الحلبي,Rif Dimashq,SYRIATEL,Syriatel,SYRIATEL,85,6,495000.00,1,2,3,123,Lost
585,رنا السيد,Damascus,SYRIATEL,Syriatel,SYRIATEL,36,4,190000.00,3,1,1,311,Other
586,حسن المصري,Hama,SYRIATEL,Syriatel,SYRIATEL,84,5,313000.00,1,1,2,112,Lost
587,مريم اللاذقاني,As-Suwayda,SYRIATEL,Syriatel,SYRIATEL,26,7,376000.00,3,3,2,332,Loyal
588,ريم الجابري,As-Suwayda,SYRIATEL,Syriatel,SYRIATEL,39,9,691000.00,3,4,4,344,Loyal
589,وليد الأحمد,Aleppo,SYRIATEL,Syriatel,SYRIATEL,171,1,180000.00,1,1,1,111,Lost
590,رنا الحلبي,Deir ez-Zor,SYRIATEL,Syriatel,SYRIATEL,110,5,361000.00,1,1,2,112,Lost
591,ليلى العلي,Deir ez-Zor,SYRIATEL,Syriatel,SYRIATEL,39,5,190000.00,3,1,1,311,Other
592,مريم العمر,Latakia,SYRIATEL,Syriatel,SYRIATEL,11,11,476000.00,4,5,3,453,Loyal
593,فاطمة المصري,Deir ez-Zor,SYRIATEL,Syriatel,SYRIATEL,68,9,338000.00,2,4,2,242,At Risk
594,حسين القباني,Homs,SYRIATEL,Syriatel,SYRIATEL,33,7,905000.00,3,3,5,335,Loyal
595,بشار الدمشقي,Tartus,SYRIATEL,Syriatel,SYRIATEL,19,6,338000.00,4,2,2,422,Other
596,علي البيطار,Idlib,SYRIATEL,Syriatel,SYRIATEL,11,4,390000.00,4,1,2,412,New
597,ليلى القباني,Quneitra,SYRIATEL,Syriatel,SYRIATEL,4,4,125000.00,5,1,1,511,New
598,زينب الرفاعي,Homs,SYRIATEL,Syriatel,SYRIATEL,65,9,645000.00,2,4,4,244,At Risk
599,حسن القباني,Tartus,SYRIATEL,Syriatel,SYRIATEL,90,7,263000.00,1,3,1,131,At Risk
600,فاطمة الأحمد,Deir ez-Zor,SYRIATEL,Syriatel,SYRIATEL,13,8,463000.00,4,4,3,443,Loyal
601,هدى العلي,Tartus,SYRIATEL,Syriatel,SYRIATEL,85,7,321000.00,1,3,2,132,At Risk
602,عائشة الحمصي,Deir ez-Zor,SYRIATEL,Syriatel,SYRIATEL,26,7,750000.00,3,3,4,334,Loyal
603,عائشة الحلبي,Daraa,SYRIATEL,Syriatel,SYRIATEL,98,3,200000.00,1,1,1,111,Lost
604,حسن الأحمد,Deir ez-Zor,SYRIATEL,Syriatel,SYRIATEL,14,8,620000.00,4,4,4,444,Champions
605,زينب المصري,Deir ez-Zor,SYRIATEL,Syriatel,SYRIATEL,4,57,4508000.00,5,5,5,555,Champions
606,وليد الجابري,Damascus,SYRIATEL,Syriatel,SYRIATEL,107,6,480000.00,1,2,3,123,Lost
607,سارة العمر,Quneitra,SYRIATEL,Syriatel,SYRIATEL,43,7,335000.00,3,3,2,332,Loyal
608,أحمد الحمصي,Latakia,SYRIATEL,Syriatel,SYRIATEL,6,7,775000.00,5,3,5,535,Loyal
609,مصطفى العلي,Latakia,SYRIATEL,Syriatel,SYRIATEL,10,9,427000.00,5,4,3,543,Loyal
610,فاطمة الحسن,Homs,SYRIATEL,Syriatel,SYRIATEL,11,9,403000.00,4,4,2,442,Loyal
611,باسل الحسن,Damascus,SYRIATEL,Syriatel,SYRIATEL,15,8,383000.00,4,4,2,442,Loyal
612,هدى الحسن,Damascus,SYRIATEL,Syriatel,SYRIATEL,226,4,285000.00,1,1,2,112,Lost
613,سارة القباني,As-Suwayda,SYRIATEL,Syriatel,SYRIATEL,14,6,468000.00,4,2,3,423,Other
614,أيمن العظمة,Homs,SYRIATEL,Syriatel,SYRIATEL,24,8,640000.00,3,4,4,344,Loyal
615,سارة الرفاعي,Deir ez-Zor,SYRIATEL,Syriatel,SYRIATEL,185,4,205000.00,1,1,1,111,Lost
616,علي الشامي,As-Suwayda,SYRIATEL,Syriatel,SYRIATEL,10,5,303000.00,5,1,2,512,New
617,أيمن الحسن,Idlib,SYRIATEL,Syriatel,SYRIATEL,20,9,820000.00,4,4,5,445,Champions
618,حسن الحمصي,Tartus,SYRIATEL,Syriatel,SYRIATEL,19,14,1475000.00,4,5,5,455,Champions
619,محمد الأحمد,Latakia,SYRIATEL,Syriatel,SYRIATEL,24,8,1030000.00,3,4,5,345,Loyal
620,باسل الخطيب,Hama,SYRIATEL,Syriatel,SYRIATEL,5,16,1161000.00,5,5,5,555,Champions
621,خالد الرفاعي,Al-Hasakah,SYRIATEL,Syriatel,SYRIATEL,8,9,665000.00,5,4,4,544,Champions
622,فاطمة القباني,Latakia,SYRIATEL,Syriatel,SYRIATEL,10,74,4901000.00,5,5,5,555,Champions
623,كريم العمر,Al-Hasakah,SYRIATEL,Syriatel,SYRIATEL,60,11,774000.00,2,5,5,255,At Risk
624,أيمن البيطار,As-Suwayda,SYRIATEL,Syriatel,SYRIATEL,222,1,35000.00,1,1,1,111,Lost
625,مريم البيطار,Deir ez-Zor,SYRIATEL,Syriatel,SYRIATEL,3,67,5218000.00,5,5,5,555,Champions
626,باسل الكردي,Aleppo,SYRIATEL,Syriatel,SYRIATEL,62,5,430000.00,2,1,3,213,Other
627,ليلى السوري,Idlib,SYRIATEL,Syriatel,SYRIATEL,46,11,731000.00,2,5,4,254,At Risk
628,رنا البرازي,Raqqa,SYRIATEL,Syriatel,SYRIATEL,7,5,408000.00,5,1,2,512,New
629,سامي الجابري,Quneitra,SYRIATEL,Syriatel,SYRIATEL,71,7,581000.00,2,3,4,234,At Risk
630,عائشة الحمصي,Quneitra,SYRIATEL,Syriatel,SYRIATEL,58,5,329000.00,2,1,2,212,Other
631,حسين الرفاعي,Idlib,SYRIATEL,Syriatel,SYRIATEL,58,5,358000.00,2,1,2,212,Other
632,ليلى الطرابلسي,Homs,SYRIATEL,Syriatel,SYRIATEL,65,6,783000.00,2,2,5,225,Other
633,سارة السوري,Homs,SYRIATEL,Syriatel,SYRIATEL,46,8,517000.00,2,4,3,243,At Risk
634,بشار الزعبي,Idlib,SYRIATEL,Syriatel,SYRIATEL,32,10,313000.00,3,5,2,352,Loyal
635,حسين الزعبي,Homs,SYRIATEL,Syriatel,SYRIATEL,94,7,636000.00,1,3,4,134,At Risk
636,سارة اللاذقاني,Raqqa,SYRIATEL,Syriatel,SYRIATEL,21,6,340000.00,4,2,2,422,Other
637,حسن الرفاعي,Deir ez-Zor,SYRIATEL,Syriatel,SYRIATEL,145,6,543000.00,1,2,3,123,Lost
638,أيمن اللاذقاني,Deir ez-Zor,SYRIATEL,Syriatel,SYRIATEL,88,7,913000.00,1,3,5,135,At Risk
639,طارق المصري,Deir ez-Zor,SYRIATEL,Syriatel,SYRIATEL,143,5,355000.00,1,1,2,112,Lost
640,أيمن المصري,Homs,SYRIATEL,Syriatel,SYRIATEL,8,5,188000.00,5,1,1,511,New
641,نزار الطرابلسي,Daraa,SYRIATEL,Syriatel,SYRIATEL,7,8,615000.00,5,4,4,544,Champions
642,علي البرازي,Rif Dimashq,SYRIATEL,Syriatel,SYRIATEL,8,6,803000.00,5,2,5,525,Other
643,ماهر الحمصي,Raqqa,SYRIATEL,Syriatel,SYRIATEL,10,8,646000.00,5,4,4,544,Champions
644,محمد البيطار,Daraa,SYRIATEL,Syriatel,SYRIATEL,86,4,225000.00,1,1,1,111,Lost
645,باسل الدمشقي,Latakia,SYRIATEL,Syriatel,SYRIATEL,9,6,470000.00,5,2,3,523,Other
646,طارق الجابري,Quneitra,SYRIATEL,Syriatel,SYRIATEL,44,9,434000.00,3,4,3,343,Loyal
647,عمر الدمشقي,Tartus,SYRIATEL,Syriatel,SYRIATEL,6,3,400000.00,5,1,2,512,New
648,ريم الكردي,Al-Hasakah,SYRIATEL,Syriatel,SYRIATEL,4,8,720000.00,5,4,4,544,Champions
649,إبراهيم الخطيب,Aleppo,SYRIATEL,Syriatel,SYRIATEL,141,2,150000.00,1,1,1,111,Lost
650,نزار اللاذقاني,Quneitra,SYRIATEL,Syriatel,SYRIATEL,29,7,555000.00,3,3,4,334,Loyal
651,ريم الخطيب,Damascus,SYRIATEL,Syriatel,SYRIATEL,1,70,4690000.00,5,5,5,555,Champions
652,ريم الطرابلسي,Daraa,SYRIATEL,Syriatel,SYRIATEL,63,9,605000.00,2,4,4,244,At Risk
653,حسين الشامي,Damascus,SYRIATEL,Syriatel,SYRIATEL,39,11,758000.00,3,5,5,355,Loyal
654,فاطمة المصري,Raqqa,SYRIATEL,Syriatel,SYRIATEL,16,10,993000.00,4,5,5,455,Champions
655,هدى الحلبي,Deir ez-Zor,SYRIATEL,Syriatel,SYRIATEL,2,8,603000.00,5,4,4,544,Champions
656,بشار الحلبي,Idlib,SYRIATEL,Syriatel,SYRIATEL,6,73,5811000.00,5,5,5,555,Champions
657,طارق اللاذقاني,Aleppo,SYRIATEL,Syriatel,SYRIATEL,154,6,505000.00,1,2,3,123,Lost
658,مصطفى الطرابلسي,Idlib,SYRIATEL,Syriatel,SYRIATEL,15,9,740000.00,4,4,4,444,Champions
659,ماهر الكردي,Daraa,SYRIATEL,Syriatel,SYRIATEL,22,3,143000.00,4,1,1,411,New
660,مريم العظمة,Rif Dimashq,SYRIATEL,Syriatel,SYRIATEL,80,15,1187000.00,1,5,5,155,At Risk
661,باسل السوري,Tartus,SYRIATEL,Syriatel,SYRIATEL,12,7,489000.00,4,3,3,433,Loyal
662,نزار السيد,Idlib,SYRIATEL,Syriatel,SYRIATEL,63,4,95000.00,2,1,1,211,Other
663,أيمن العلي,Deir ez-Zor,SYRIATEL,Syriatel,SYRIATEL,38,6,470000.00,3,2,3,323,Other
664,سارة العلي,Daraa,SYRIATEL,Syriatel,SYRIATEL,29,9,423000.00,3,4,3,343,Loyal
665,أحمد الخطيب,Idlib,SYRIATEL,Syriatel,SYRIATEL,45,6,361000.00,3,2,2,322,Other
666,رنا الخطيب,Aleppo,SYRIATEL,Syriatel,SYRIATEL,20,9,753000.00,4,4,4,444,Champions
667,عمر البيطار,Deir ez-Zor,SYRIATEL,Syriatel,SYRIATEL,106,8,848000.00,1,4,5,145,At Risk
668,إبراهيم الأحمد,Damascus,SYRIATEL,Syriatel,SYRIATEL,8,3,128000.00,5,1,1,511,New
669,فاطمة القباني,As-Suwayda,SYRIATEL,Syriatel,SYRIATEL,69,15,649000.00,2,5,4,254,At Risk
670,كريم الخطيب,Latakia,SYRIATEL,Syriatel,SYRIATEL,65,10,525000.00,2,5,3,253,At Risk
671,حسين الكردي,Quneitra,SYRIATEL,Syriatel,SYRIATEL,29,11,1068000.00,3,5,5,355,Loyal
672,محمد الشامي,Quneitra,SYRIATEL,Syriatel,SYRIATEL,12,10,678000.00,4,5,4,454,Champions
673,سليمان الكيلاني,Al-Hasakah,SYRIATEL,Syriatel,SYRIATEL,1,5,360000.00,5,1,2,512,New
674,كريم العلي,Idlib,SYRIATEL,Syriatel,SYRIATEL,72,5,648000.00,2,1,4,214,Other
675,سامي الجابري,Aleppo,SYRIATEL,Syriatel,SYRIATEL,15,5,330000.00,4,1,2,412,New
676,نور الجابري,Al-Hasakah,SYRIATEL,Syriatel,SYRIATEL,31,7,770000.00,3,3,5,335,Loyal
677,بشار الشامي,Rif Dimashq,SYRIATEL,Syriatel,SYRIATEL,5,5,450000.00,5,1,3,513,New
678,باسل الحلبي,Deir ez-Zor,SYRIATEL,Syriatel,SYRIATEL,45,6,840000.00,3,2,5,325,Other
679,مريم السوري,Quneitra,SYRIATEL,Syriatel,SYRIATEL,57,6,263000.00,2,2,1,221,Other
680,طارق الدمشقي,Hama,SYRIATEL,Syriatel,SYRIATEL,13,5,368000.00,4,1,2,412,New
681,عمر العمر,Daraa,SYRIATEL,Syriatel,SYRIATEL,133,5,363000.00,1,1,2,112,Lost
682,وليد الحلبي,Quneitra,SYRIATEL,Syriatel,SYRIATEL,64,9,698000.00,2,4,4,244,At Risk
683,أحمد البرازي,Aleppo,SYRIATEL,Syriatel,SYRIATEL,3,8,785000.00,5,4,5,545,Champions
684,هدى الحمصي,Quneitra,SYRIATEL,Syriatel,SYRIATEL,22,6,381000.00,4,2,2,422,Other
685,مصطفى السيد,Idlib,SYRIATEL,Syriatel,SYRIATEL,50,7,346000.00,2,3,2,232,At Risk
686,حسين الأحمد,Raqqa,SYRIATEL,Syriatel,SYRIATEL,5,71,5464000.00,5,5,5,555,Champions
687,يوسف الخطيب,Deir ez-Zor,SYRIATEL,Syriatel,SYRIATEL,1,49,3234000.00,5,5,5,555,Champions
688,طارق العظمة,Raqqa,SYRIATEL,Syriatel,SYRIATEL,1,80,5970000.00,5,5,5,555,Champions
689,كريم الشامي,Idlib,SYRIATEL,Syriatel,SYRIATEL,9,8,325000.00,5,4,2,542,Loyal
690,هدى المصري,Latakia,SYRIATEL,Syriatel,SYRIATEL,35,11,755000.00,3,5,5,355,Loyal
691,وليد الشامي,Idlib,SYRIATEL,Syriatel,SYRIATEL,45,8,901000.00,3,4,5,345,Loyal
